"Label","site_id","Ecosystem","GAP_No","WeatherFolder","X_WGS84","Y_WGS84","ELEV_m","ASPECT","SLOPE","Include_YN"
"MS1_sbs_0168_5454",168,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0168_5454_data_46.9375_-107.8125",-107.815343603,46.9523813515,840,36,4,1
"MS1_sbs_0169_5454",169,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0169_5454_data_45.3125_-119.9375",-119.99232904,45.3277652665,634,315,8,1
"MS1_sbs_0170_5454",170,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0170_5454_data_45.1875_-120.8125",-120.765306769,45.1727428355,773,311,6,1
"MS1_sbs_0171_5454",171,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0171_5454_data_46.9375_-108.1875",-108.211753997,46.8853219168,932,88,1,1
"MS1_sbs_0172_5454",172,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0172_5454_data_46.8125_-108.3125",-108.276264562,46.8710715447,948,129,1,1
"MS1_sbs_0173_5454",173,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.61805912,46.8112264531,1121,196,2,0
"MS1_sbs_0174_5454",174,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.520638604,46.8016105203,1062,55,1,0
"MS1_sbs_0175_5454",175,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.908216779,45.0597564119,853,71,10,0
"MS1_sbs_0176_5454",176,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0176_5454_data_46.8125_-107.9375",-107.96881786,46.8404281457,913,169,4,1
"MS1_sbs_0177_5454",177,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0177_5454_data_46.9375_-106.9375",-106.992373493,46.9207556259,1041,47,7,1
"MS1_sbs_0178_5454",178,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.599155266,46.8414461087,932,119,2,0
"MS1_sbs_0179_5454",179,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0179_5454_data_46.8125_-108.0625",-108.063711289,46.791931477,895,343,3,1
"MS1_sbs_0180_5454",180,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0180_5454_data_46.9375_-106.3125",-106.274424823,46.9350466659,837,355,3,1
"MS1_sbs_0181_5257",181,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.69668311,45.4057969047,1035,273,15,0
"MS1_sbs_0182_5454",182,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.040164603,45.334202635,900,109,16,0
"MS1_sbs_0183_5454",183,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.289654655,46.8266907325,925,144,1,0
"MS1_sbs_0184_5454",184,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.030307022,46.7604684138,940,131,3,0
"MS1_sbs_0185_5454",185,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.33936612,46.5237412408,1514,101,3,0
"MS1_sbs_0186_5454",186,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0186_5454_data_45.0625_-120.6875",-120.669293832,45.0058015657,977,34,1,1
"MS1_sbs_0187_5454",187,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.884924547,45.1458842838,1091,343,8,0
"MS1_sbs_0188_5455",188,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.436923923,46.4994384471,1708,125,16,0
"MS1_sbs_0189_5454",189,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.535659123,45.2048244401,964,104,17,0
"MS1_sbs_0190_5454",190,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.499755739,46.684117784,1111,54,6,0
"MS1_sbs_0191_5455",191,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.748888538,46.3379749874,1925,213,16,0
"MS1_sbs_0192_5454",192,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-120.014346697,45.0997830891,1106,267,11,0
"MS1_sbs_0193_5454",193,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.000709778,46.4108661856,1671,243,3,0
"MS1_sbs_0194_5454",194,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.200513391,46.6748994598,965,90,2,0
"MS1_sbs_0195_5455",195,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.043406746,46.3822934783,1901,89,10,0
"MS1_sbs_0196_5455",196,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0196_5455_data_46.3125_-111.6875",-111.748729325,46.2995928038,1744,237,13,1
"MS1_sbs_0197_5454",197,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.50527775,46.8049320626,906,64,2,0
"MS1_sbs_0198_5454",198,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0198_5454_data_46.8125_-106.5625",-106.511546849,46.7949095253,932,39,1,1
"MS1_sbs_0199_5454",199,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0199_5454_data_46.6875_-108.4375",-108.442197293,46.6301099345,1070,281,3,1
"MS1_sbs_0200_5454",200,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0200_5454_data_46.6875_-108.0625",-108.050131663,46.6582398191,938,219,4,1
"MS1_sbs_0201_5455",201,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.071294317,46.3476828398,1782,20,3,0
"MS1_sbs_0202_5454",202,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.074121751,46.2319279313,1519,269,4,0
"MS1_sbs_0203_5454",203,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.12642146,46.6342749397,937,184,1,0
"MS1_sbs_0204_5454",204,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0204_5454_data_45.0625_-120.1875",-120.154572813,45.0019616627,1027,129,22,1
"MS1_sbs_0205_5454",205,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.898558493,45.5564156056,1092,113,33,0
"MS1_sbs_0206_5454",206,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.329779099,46.8451715305,720,140,10,0
"MS1_sbs_0207_5454",207,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.879419206,46.6243645654,937,107,2,0
"MS1_sbs_0208_5454",208,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.33331512,45.2719320009,1214,340,9,0
"MS1_sbs_0209_5454",209,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0209_5454_data_46.5625_-107.6875",-107.643317194,46.6218154403,951,316,1,1
"MS1_sbs_0210_5454",210,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.278576459,45.2717321675,1097,25,4,0
"MS1_sbs_0211_5454",211,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0211_5454_data_46.4375_-109.0625",-109.037876675,46.4836462571,1201,112,2,1
"MS1_sbs_0212_5454",212,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.808836153,46.6773975144,918,304,9,0
"MS1_sbs_0213_5454",213,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0213_5454_data_46.5625_-107.5625",-107.598325731,46.6098279041,1002,264,3,1
"MS1_sbs_0214_5455",214,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0214_5455_data_46.1875_-111.6875",-111.729699957,46.1841667705,1703,47,13,1
"MS1_sbs_0215_5454",215,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0215_5454_data_46.6875_-106.8125",-106.751628144,46.6666513981,892,332,3,1
"MS1_sbs_0216_5454",216,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0216_5454_data_46.6875_-106.9375",-106.898639363,46.6427243419,872,19,0,1
"MS1_sbs_0217_5454",217,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0217_5454_data_46.6875_-106.6875",-106.730915783,46.6385743176,872,252,2,1
"MS1_sbs_0218_5454",218,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0218_5454_data_46.1875_-111.4375",-111.402004307,46.1545159918,1420,199,7,1
"MS1_sbs_0219_5454",219,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.674100778,46.5163408964,1030,150,5,0
"MS1_sbs_0220_5454",220,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.064299632,46.3833030221,1177,52,4,0
"MS1_sbs_0221_5455",221,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0221_5455_data_46.0625_-112.1875",-112.152975441,46.0469395079,1737,190,18,1
"MS1_sbs_0222_5454",222,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.310867408,46.598220902,836,73,0,0
"MS1_sbs_0223_5454",223,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0223_5454_data_46.3125_-109.1875",-109.153320071,46.3473880323,1131,151,3,1
"MS1_sbs_0224_5454",224,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0224_5454_data_46.3125_-108.8125",-108.856956807,46.3670476733,1134,297,5,1
"MS1_sbs_0225_5454",225,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.357402307,44.9395943963,876,124,20,0
"MS1_sbs_0226_5454",226,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.710832466,46.4624571084,969,322,2,0
"MS1_sbs_0227_5257",227,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-121.290442139,44.5746796039,780,321,4,0
"MS1_sbs_0228_5455",228,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0228_5455_data_46.1875_-111.0625",-111.071911963,46.1260238268,1503,277,9,1
"MS1_sbs_0229_5454",229,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.751810844,46.4458328425,979,165,2,0
"MS1_sbs_0230_5454",230,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0230_5454_data_46.4375_-108.3125",-108.371566859,46.3853835101,1141,354,8,1
"MS1_sbs_0231_5454",231,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0231_5454_data_46.4375_-107.5625",-107.594793434,46.4519441354,1026,115,10,1
"MS1_sbs_0232_5454",232,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.422914609,46.6827880227,837,167,2,0
"MS1_sbs_0233_5454",233,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0233_5454_data_44.6875_-120.1875",-120.21634998,44.7463393357,486,12,4,1
"MS1_sbs_0234_5455",234,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0234_5455_data_45.9375_-111.8125",-111.845537835,45.9863936361,1616,296,18,1
"MS1_sbs_0235_5454",235,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0235_5454_data_46.4375_-106.8125",-106.818549416,46.4812402577,878,110,2,1
"MS1_sbs_0236_5454",236,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.588263514,46.1276654847,1704,304,4,0
"MS1_sbs_0237_5454",237,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.887708172,46.4631961168,820,154,1,0
"MS1_sbs_0238_5454",238,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0238_5454_data_45.9375_-111.9375",-111.968061662,45.9483471414,1504,125,6,1
"MS1_sbs_0239_5454",239,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.64406874,46.3735745657,919,51,4,0
"MS1_sbs_0240_5455",240,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.199989875,46.0180157371,1584,169,4,0
"MS1_sbs_0241_5454",241,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0241_5454_data_45.8125_-112.9375",-112.885062837,45.7888187924,1684,61,1,1
"MS1_sbs_0242_5455",242,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.583649166,45.804719809,2127,154,6,0
"MS1_sbs_0243_5257",243,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0243_5257_data_44.6875_-120.0625",-120.108344784,44.6471399282,1039,157,18,1
"MS1_sbs_0244_5454",244,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.291863296,46.2444814871,1200,5,10,0
"MS1_sbs_0245_5455",245,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0245_5455_data_45.8125_-112.3125",-112.298411987,45.8083767655,1688,107,9,1
"MS1_sbs_0246_5455",246,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0246_5455_data_45.6875_-112.8125",-112.78654714,45.7372450002,1944,153,20,1
"MS1_sbs_0247_5455",247,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0247_5455_data_45.8125_-111.8125",-111.773176111,45.857887687,1735,164,19,1
"MS1_sbs_0248_5454",248,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0248_5454_data_46.3125_-107.6875",-107.705479823,46.2584436792,954,322,6,1
"MS1_sbs_0249_5455",249,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0249_5455_data_45.9375_-111.0625",-111.085232683,45.9173118025,1648,282,5,1
"MS1_sbs_0250_5454",250,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0250_5454_data_46.1875_-108.4375",-108.379443443,46.1710538373,1116,215,2,1
"MS1_sbs_0251_5454",251,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.909315208,44.58602806,1259,169,8,0
"MS1_sbs_0252_5455",252,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0252_5455_data_45.9375_-110.1875",-110.16224416,45.976685281,1995,109,6,1
"MS1_sbs_0253_5455",253,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0253_5455_data_45.9375_-110.8125",-110.761644506,45.8937950987,1799,199,10,1
"MS1_sbs_0254_5454",254,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0254_5454_data_46.0625_-109.5625",-109.601577231,46.0111186625,1543,25,5,1
"MS1_sbs_0255_5455",255,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0255_5455_data_45.6875_-112.4375",-112.420380644,45.6915244335,2039,253,11,1
"MS1_sbs_0256_5454",256,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.508195811,46.1949365288,896,72,6,0
"MS1_sbs_0257_5454",257,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.468396909,46.2763755742,755,238,0,0
"MS1_sbs_0258_5454",258,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.810358504,46.2264531206,794,232,3,0
"MS1_sbs_0259_5454",259,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0259_5454_data_46.0625_-108.1875",-108.161464851,46.1106371498,1071,216,2,1
"MS1_sbs_0260_5257",260,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.930017905,44.5135528084,1205,17,2,0
"MS1_sbs_0261_5454",261,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0261_5454_data_46.0625_-108.0625",-108.076193275,46.1141792102,989,96,4,1
"MS1_sbs_0262_5454",262,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0262_5454_data_46.3125_-105.6875",-105.657138647,46.2915441895,808,318,7,1
"MS1_sbs_0263_5454",263,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0263_5454_data_44.5625_-119.8125",-119.773515383,44.5018120431,1064,172,11,1
"MS1_sbs_0264_5454",264,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0264_5454_data_46.0625_-107.8125",-107.87478987,46.086478195,961,216,7,1
"MS1_sbs_0265_5454",265,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.974764456,46.0760380741,932,239,5,0
"MS1_sbs_0266_5455",266,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.201421402,45.6175834345,1756,289,6,0
"MS1_sbs_0267_5454",267,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0267_5454_data_44.8125_-117.5625",-117.506381342,44.8591633455,882,252,1,1
"MS1_sbs_0268_5455",268,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0268_5455_data_45.4375_-113.4375",-113.421123417,45.4525212199,2035,288,3,1
"MS1_sbs_0269_5454",269,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.858086362,46.1860281033,814,156,5,0
"MS1_sbs_0270_5455",270,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.872594143,45.7150397821,1745,2,9,0
"MS1_sbs_0271_5454",271,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.184410851,46.2185644875,805,265,7,0
"MS1_sbs_0272_5454",272,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0272_5454_data_46.1875_-106.1875",-106.142968685,46.1492699408,902,328,4,1
"MS1_sbs_0273_5454",273,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.484350239,44.8068984879,856,97,6,0
"MS1_sbs_0274_5455",274,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0274_5455_data_45.4375_-112.8125",-112.860066753,45.4616789411,2039,190,6,1
"MS1_sbs_0275_5454",275,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.684488276,45.7034666825,1667,225,13,0
"MS1_sbs_0276_5454",276,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0276_5454_data_44.6875_-117.6875",-117.735544905,44.7310765883,1419,256,13,1
"MS1_sbs_0277_5454",277,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0277_5454_data_45.9375_-107.5625",-107.616961501,45.9917238425,974,73,7,1
"MS1_sbs_0278_5454",278,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.250732066,46.0185830885,1058,255,7,0
"MS1_sbs_0279_5454",279,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.536627156,45.9912461656,847,70,1,0
"MS1_sbs_0280_5455",280,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.711877924,45.5630488363,1623,199,9,0
"MS1_sbs_0281_5454",281,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0281_5454_data_46.1875_-105.1875",-105.151374337,46.1602057104,782,231,0,1
"MS1_sbs_0282_5455",282,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.463166164,45.5752793163,1598,251,4,0
"MS1_sbs_0283_5455",283,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0283_5455_data_45.6875_-110.4375",-110.380577282,45.6942437041,1429,332,15,1
"MS1_sbs_0284_5454",284,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0284_5454_data_46.1875_-104.1875",-104.15955169,46.2111521002,929,140,0,1
"MS1_sbs_0285_5455",285,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.362234461,45.3292910226,2017,58,0,0
"MS1_sbs_0286_5455",286,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.553170125,44.8603489061,1188,107,12,0
"MS1_sbs_0287_5455",287,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.6679984,45.5175576438,1789,296,6,0
"MS1_sbs_0288_5455",288,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0288_5455_data_45.5625_-111.4375",-111.439028703,45.5435911235,1804,171,6,1
"MS1_sbs_0289_5455",289,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.508327661,45.4151379297,1620,285,10,0
"MS1_sbs_0290_5454",290,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0290_5454_data_45.8125_-108.1875",-108.204818322,45.8742731381,1048,313,9,1
"MS1_sbs_0291_5454",291,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0291_5454_data_44.0625_-121.0625",-121.033771719,44.0656892039,1027,85,2,1
"MS1_sbs_0292_5455",292,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.394576962,45.5432335084,1925,196,6,0
"MS1_sbs_0293_5454",293,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.66763311,45.9912309271,930,-1,0,0
"MS1_sbs_0294_5454",294,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-110.619653214,45.6181696045,1598,121,5,0
"MS1_sbs_0295_5455",295,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0295_5455_data_44.5625_-118.3125",-118.299494,44.5473817193,1361,164,3,1
"MS1_sbs_0296_5454",296,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0296_5454_data_45.6875_-109.6875",-109.722017453,45.7016184933,1375,37,5,1
"MS1_sbs_0297_5454",297,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.51045287,44.8178847581,1085,89,2,0
"MS1_sbs_0298_5455",298,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0298_5455_data_45.6875_-110.0625",-110.041951455,45.6560347375,1705,1,13,1
"MS1_sbs_0299_5455",299,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.309313543,45.6240054312,2026,33,10,0
"MS1_sbs_0300_5455",300,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0300_5455_data_45.4375_-112.0625",-112.084517678,45.4194230944,1924,155,15,1
"MS1_sbs_0301_5455",301,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.760440274,45.2035186084,1727,285,15,0
"MS1_sbs_0302_5455",302,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.085990848,45.4126751285,1841,318,14,0
"MS1_sbs_0303_5454",303,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0303_5454_data_44.4375_-118.9375",-118.965472823,44.3956366427,1126,120,2,1
"MS1_sbs_0304_5454",304,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0304_5454_data_45.8125_-108.8125",-108.857183019,45.7528920747,1168,209,4,1
"MS1_sbs_0305_5454",305,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0305_5454_data_45.8125_-108.4375",-108.400930819,45.7929133135,1021,251,4,1
"MS1_sbs_0306_5455",306,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.461373392,45.5828608448,2316,185,32,0
"MS1_sbs_0307_5454",307,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0307_5454_data_45.9375_-106.1875",-106.247237239,45.9595318333,968,146,2,1
"MS1_sbs_0308_5454",308,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0308_5454_data_44.1875_-119.9375",-119.943685666,44.194978255,1230,7,15,1
"MS1_sbs_0309_5454",309,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.750736151,45.2961658723,1671,177,1,0
"MS1_sbs_0310_5454",310,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0310_5454_data_44.0625_-120.1875",-120.19908925,44.1210104736,1084,213,3,1
"MS1_sbs_0311_5454",311,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0311_5454_data_45.8125_-108.3125",-108.27146057,45.7614443873,1018,161,3,1
"MS1_sbs_0312_5455",312,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0312_5455_data_45.5625_-110.6875",-110.664556043,45.5064458624,1754,146,13,1
"MS1_sbs_0313_5454",313,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.112903613,44.4718729763,1174,47,3,0
"MS1_sbs_0314_5454",314,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.751156825,44.1749768879,1241,279,0,0
"MS1_sbs_0315_5454",315,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.090089696,44.4605026422,1181,218,7,0
"MS1_sbs_0316_5454",316,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.953083255,45.990121136,871,85,4,0
"MS1_sbs_0317_5455",317,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0317_5455_data_45.1875_-112.9375",-112.938682519,45.2192519789,2172,2,5,1
"MS1_sbs_0318_5454",318,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0318_5454_data_45.9375_-105.3125",-105.357935031,45.9603246405,873,232,1,1
"MS1_sbs_0319_5454",319,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.20667698,45.8981789151,853,107,2,0
"MS1_sbs_0320_5455",320,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.006090252,45.072465917,1866,85,15,0
"MS1_sbs_0321_5454",321,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.216349195,45.8903826215,866,92,2,0
"MS1_sbs_0322_5455",322,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0322_5455_data_45.0625_-113.9375",-113.956750963,45.0637721663,1877,161,21,1
